"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_16_worker_64_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 12:11:35 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
1.261,1.765,96.595,0.0,0.0,0.378,6934596.0,6772745.0,0.0,0.0,1541247110.889
1.132,1.384,96.855,0.0,0.0,0.629,6434627.0,6289715.0,0.0,0.0,1541247111.889
1.256,1.382,96.608,0.0,0.0,0.754,6592843.0,6450027.0,0.0,0.0,1541247112.889
1.003,2.130,96.491,0.0,0.0,0.376,6478984.0,6329699.0,0.0,0.0,1541247113.889
1.517,1.011,96.839,0.126,0.0,0.506,6818132.0,6660068.0,0.0,69632.0,1541247114.889
1.654,1.145,96.438,0.0,0.0,0.763,6572299.0,6414021.0,0.0,0.0,1541247115.889
0.879,1.256,96.734,0.0,0.0,1.131,6543362.0,6388425.0,0.0,0.0,1541247116.889
1.009,1.387,96.974,0.0,0.0,0.631,6570254.0,6416736.0,0.0,0.0,1541247117.889
1.141,1.267,97.085,0.0,0.0,0.507,6674920.0,6524784.0,0.0,0.0,1541247118.889
1.754,1.629,96.241,0.0,0.0,0.376,6595459.0,6437178.0,0.0,57344.0,1541247119.889
1.138,1.138,97.472,0.0,0.0,0.253,6428663.0,6287185.0,0.0,0.0,1541247120.889
1.014,1.394,96.958,0.0,0.0,0.634,6700669.0,6543659.0,0.0,0.0,1541247121.889
1.266,1.266,97.089,0.0,0.0,0.380,6547987.0,6396230.0,0.0,0.0,1541247122.889
1.387,1.135,97.100,0.0,0.0,0.378,6535798.0,6382666.0,0.0,0.0,1541247123.889
1.134,1.511,96.977,0.0,0.0,0.378,6281978.0,6131153.0,0.0,32768.0,1541247124.889
1.008,1.637,96.725,0.0,0.0,0.630,6674518.0,6514881.0,0.0,0.0,1541247125.889
1.508,1.131,96.608,0.0,0.0,0.754,6468765.0,6325373.0,0.0,0.0,1541247126.889
1.142,1.396,97.081,0.0,0.0,0.381,6505867.0,6363199.0,0.0,0.0,1541247127.889
0.886,1.392,97.342,0.0,0.0,0.380,6786668.0,6619495.0,0.0,0.0,1541247128.889
1.009,1.261,96.974,0.0,0.0,0.757,6520636.0,6367892.0,0.0,4718592.0,1541247129.889
1.144,1.398,97.078,0.0,0.0,0.381,6550649.0,6399863.0,0.0,0.0,1541247130.889
0.885,1.391,97.219,0.0,0.0,0.506,6653897.0,6506102.0,0.0,0.0,1541247131.889
1.509,1.006,96.604,0.0,0.0,0.881,6628268.0,6471192.0,0.0,0.0,1541247132.889
1.258,1.635,96.604,0.0,0.0,0.503,6715002.0,6560590.0,0.0,0.0,1541247133.889
1.010,0.884,96.970,0.0,0.0,1.136,6504543.0,6353232.0,0.0,0.0,1541247134.889
0.756,1.637,96.725,0.0,0.0,0.882,6607620.0,6454838.0,0.0,0.0,1541247135.889
1.377,1.627,96.245,0.0,0.0,0.751,6504473.0,6348697.0,0.0,0.0,1541247136.889
1.770,1.264,96.839,0.0,0.0,0.126,6340236.0,6196457.0,0.0,0.0,1541247137.889
1.380,1.255,96.612,0.0,0.0,0.753,6304354.0,6160366.0,0.0,0.0,1541247138.889
1.269,1.015,96.954,0.0,0.0,0.761,6865878.0,6701668.0,0.0,0.0,1541247139.889
1.258,1.384,96.855,0.0,0.0,0.503,6486262.0,6332900.0,0.0,0.0,1541247140.889
1.005,1.382,96.734,0.0,0.0,0.879,6547991.0,6396045.0,0.0,0.0,1541247141.889
0.886,1.392,97.342,0.0,0.0,0.380,6583674.0,6425822.0,0.0,0.0,1541247142.889
0.758,1.136,97.096,0.0,0.0,1.010,6512041.0,6373548.0,0.0,0.0,1541247143.889
0.879,1.382,96.357,0.251,0.0,1.131,6923944.0,6757776.0,0.0,53248.0,1541247144.889
1.009,1.135,96.974,0.0,0.0,0.883,6579225.0,6426113.0,0.0,0.0,1541247145.889
1.264,0.759,97.219,0.0,0.0,0.759,6925452.0,6760149.0,0.0,0.0,1541247146.889
1.763,1.511,96.222,0.0,0.0,0.504,6467336.0,6317788.0,0.0,0.0,1541247147.889
1.121,2.117,95.766,0.0,0.0,0.996,6779372.0,6618488.0,0.0,0.0,1541247148.889
1.504,1.378,96.115,0.0,0.0,1.003,6653713.0,6507342.0,0.0,0.0,1541247149.889
1.500,1.750,95.875,0.0,0.0,0.875,7225508.0,7054398.0,0.0,0.0,1541247150.889
1.643,1.391,96.587,0.0,0.0,0.379,6573768.0,6408278.0,0.0,0.0,1541247151.889
1.013,1.139,97.468,0.0,0.0,0.380,6501601.0,6350451.0,0.0,0.0,1541247152.889
0.760,1.267,97.592,0.0,0.0,0.380,6431497.0,6283887.0,0.0,0.0,1541247153.889
1.005,1.759,96.734,0.0,0.0,0.503,6518232.0,6365768.0,0.0,20480.0,1541247154.889
1.506,1.631,96.236,0.0,0.0,0.627,6747400.0,6586459.0,0.0,0.0,1541247155.889
