"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_24_worker_64_rep_3.csv -T 1 60",,,,"Date:","03 Nov 2018 12:51:01 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
0.885,1.264,97.219,0.0,0.0,0.632,6486543.0,6372389.0,0.0,0.0,1541249501.014
1.637,1.511,95.970,0.0,0.0,0.882,6395351.0,6289395.0,0.0,0.0,1541249502.014
1.014,1.394,96.958,0.0,0.0,0.634,6941960.0,6793584.0,0.0,0.0,1541249503.014
1.139,1.392,97.215,0.0,0.0,0.253,6251853.0,6145663.0,0.0,0.0,1541249504.014
1.003,1.504,96.491,0.0,0.0,1.003,6385486.0,6272600.0,0.0,0.0,1541249505.014
2.033,1.271,96.061,0.0,0.0,0.635,6784242.0,6651915.0,0.0,0.0,1541249506.014
0.760,1.394,97.212,0.0,0.0,0.634,6740320.0,6608572.0,0.0,0.0,1541249507.014
0.757,1.387,97.100,0.0,0.0,0.757,6509777.0,6385133.0,0.0,0.0,1541249508.014
0.888,0.761,97.589,0.0,0.0,0.761,6679757.0,6531214.0,0.0,0.0,1541249509.014
0.504,1.387,96.595,0.504,0.0,1.009,6420480.0,6315939.0,0.0,53248.0,1541249510.014
0.881,1.258,96.855,0.0,0.0,1.006,6337748.0,6225351.0,0.0,0.0,1541249511.014
1.772,1.266,96.456,0.0,0.0,0.506,6889689.0,6745330.0,0.0,0.0,1541249512.014
0.891,1.145,97.328,0.0,0.0,0.636,6595130.0,6463822.0,0.0,0.0,1541249513.014
1.491,1.863,95.528,0.0,0.0,1.118,6575381.0,6456521.0,0.0,0.0,1541249514.014
0.634,1.394,97.592,0.0,0.0,0.380,6316960.0,6192466.0,0.0,0.0,1541249515.014
1.774,0.887,96.958,0.0,0.0,0.380,6529666.0,6403731.0,0.0,0.0,1541249516.014
1.259,1.008,96.977,0.0,0.0,0.756,6264981.0,6167936.0,0.0,0.0,1541249517.014
1.378,1.504,96.241,0.0,0.0,0.877,6575051.0,6447896.0,0.0,0.0,1541249518.014
1.264,1.264,97.092,0.0,0.0,0.379,6896435.0,6760168.0,0.0,0.0,1541249519.014
1.015,0.761,97.589,0.0,0.0,0.635,6378806.0,6262301.0,0.0,0.0,1541249520.014
1.134,1.259,96.977,0.0,0.0,0.630,6092531.0,5960223.0,0.0,4472832.0,1541249521.014
