"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_4_worker_8_rep_3.csv -T 1 60",,,,"Date:","03 Nov 2018 10:25:55 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
3.506,2.987,93.377,0.0,0.0,0.130,19325244.0,18746442.0,0.0,0.0,1541240798.943
3.453,4.476,91.816,0.0,0.0,0.256,19759975.0,19175405.0,0.0,0.0,1541240799.943
3.230,4.134,92.248,0.0,0.0,0.388,20377130.0,19790693.0,0.0,0.0,1541240800.943
3.342,4.242,92.159,0.0,0.0,0.257,19834852.0,19236188.0,0.0,0.0,1541240801.943
2.865,3.385,93.620,0.0,0.0,0.130,18451131.0,17893048.0,0.0,0.0,1541240802.943
3.742,3.355,92.645,0.0,0.0,0.258,19354596.0,18793595.0,0.0,0.0,1541240803.943
2.347,3.651,93.742,0.0,0.0,0.261,18740653.0,18206537.0,0.0,0.0,1541240804.943
3.377,3.247,92.987,0.260,0.0,0.130,18612168.0,18053116.0,0.0,32768.0,1541240805.943
3.113,4.021,92.607,0.0,0.0,0.259,20055454.0,19465684.0,0.0,49152.0,1541240806.943
3.475,4.376,92.021,0.0,0.0,0.129,19491185.0,18923798.0,0.0,0.0,1541240807.943
3.251,3.901,92.458,0.0,0.0,0.390,20723628.0,20094274.0,0.0,0.0,1541240808.943
2.604,3.646,93.620,0.0,0.0,0.130,19197946.0,18633518.0,0.0,0.0,1541240809.943
3.871,3.226,92.774,0.0,0.0,0.129,19514232.0,18951362.0,0.0,0.0,1541240810.943
3.230,3.488,93.023,0.0,0.0,0.258,18628691.0,18058575.0,0.0,0.0,1541240811.943
3.604,4.118,92.149,0.0,0.0,0.129,18695697.0,18146005.0,0.0,0.0,1541240812.943
3.713,3.585,92.318,0.0,0.0,0.384,18990877.0,18446738.0,0.0,0.0,1541240813.943
2.356,3.010,94.241,0.0,0.0,0.393,19352776.0,18772298.0,0.0,0.0,1541240814.943
3.627,3.368,92.746,0.0,0.0,0.259,19771677.0,19193610.0,0.0,0.0,1541240815.946
