"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_56_worker_64_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 15:01:07 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
4.724,6.693,86.877,0.0,0.0,1.706,32005750.0,31545083.0,0.0,4096.0,1541257294.663
5.497,6.283,87.565,0.0,0.0,0.654,31403282.0,30953664.0,0.0,0.0,1541257295.663
5.722,6.372,86.736,0.0,0.0,1.170,32211786.0,31727465.0,0.0,0.0,1541257296.663
5.643,6.037,87.664,0.0,0.0,0.656,30598210.0,30207975.0,0.0,0.0,1541257297.663
5.726,6.391,87.084,0.0,0.0,0.799,32510282.0,32024318.0,0.0,0.0,1541257298.663
5.960,6.623,85.960,0.132,0.0,1.325,33245615.0,32749739.0,0.0,22216704.0,1541257299.663
6.299,5.643,87.008,0.0,0.0,1.050,32473047.0,31998538.0,0.0,0.0,1541257300.663
6.815,6.815,85.059,0.0,0.0,1.311,33891961.0,33393435.0,0.0,0.0,1541257301.663
5.929,6.324,86.166,0.0,0.0,1.581,33043753.0,32549919.0,0.0,0.0,1541257302.663
6.710,8.516,83.355,0.0,0.0,1.419,33449029.0,32920171.0,0.0,0.0,1541257303.663
6.764,6.101,85.544,0.0,0.0,1.592,33648955.0,33214762.0,0.0,0.0,1541257304.663
5.405,6.178,87.516,0.0,0.0,0.901,29659516.0,29335926.0,0.0,0.0,1541257305.663
5.960,6.755,85.828,0.0,0.0,1.457,35232854.0,34675693.0,0.0,0.0,1541257306.663
5.630,6.434,87.131,0.0,0.0,0.804,34621613.0,34090291.0,0.0,0.0,1541257307.663
5.828,6.358,86.755,0.0,0.0,1.060,33994907.0,33474726.0,0.0,0.0,1541257308.663
6.447,6.316,86.447,0.0,0.0,0.789,34845723.0,34391609.0,0.0,0.0,1541257309.663
6.919,6.658,85.509,0.0,0.0,0.914,34750631.0,34196885.0,0.0,0.0,1541257310.663
5.774,6.693,86.745,0.0,0.0,0.787,33361058.0,32853413.0,0.0,0.0,1541257311.663
5.606,6.780,86.310,0.0,0.0,1.304,33887141.0,33416569.0,0.0,0.0,1541257312.663
6.366,5.836,86.472,0.0,0.0,1.326,34773327.0,34270424.0,0.0,0.0,1541257313.663
6.109,5.578,86.853,0.0,0.0,1.461,35581692.0,34992868.0,0.0,0.0,1541257314.663
5.695,6.225,87.417,0.0,0.0,0.662,33316799.0,32865226.0,0.0,0.0,1541257315.663
5.534,6.456,87.220,0.0,0.0,0.791,33665642.0,33137584.0,0.0,0.0,1541257316.665
6.037,8.136,84.514,0.262,0.0,1.050,34799178.0,34284777.0,0.0,53248.0,1541257317.663
7.189,6.932,84.082,0.0,0.0,1.797,33548828.0,33055672.0,0.0,0.0,1541257318.663
6.946,6.291,85.714,0.0,0.0,1.048,34629688.0,34132065.0,0.0,65536.0,1541257319.663
6.824,6.299,86.089,0.0,0.0,0.787,34657679.0,34114549.0,0.0,0.0,1541257320.663
7.812,6.380,85.026,0.0,0.0,0.781,33665758.0,33178620.0,0.0,0.0,1541257321.663
6.397,6.789,85.901,0.0,0.0,0.914,32736283.0,32275400.0,0.0,0.0,1541257322.663
6.658,6.791,85.752,0.0,0.0,0.799,33751321.0,33228841.0,0.0,0.0,1541257323.663
6.702,6.833,84.757,0.0,0.0,1.708,35173040.0,34655967.0,0.0,0.0,1541257324.663
6.225,5.960,86.887,0.0,0.0,0.927,33640963.0,33134433.0,0.0,0.0,1541257325.663
5.960,5.828,87.152,0.0,0.0,1.060,35213818.0,34715044.0,0.0,0.0,1541257326.663
5.921,6.711,85.921,0.0,0.0,1.447,34936959.0,34624754.0,0.0,0.0,1541257327.663
