"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_24_worker_16_rep_2.csv -T 1 60",,,,"Date:","03 Nov 2018 08:43:21 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
8.696,9.375,80.842,0.0,0.0,1.087,39221094.0,38039928.0,0.0,0.0,1541234641.638
8.791,9.615,80.632,0.0,0.0,0.962,37681618.0,36414551.0,0.0,0.0,1541234642.638
9.574,7.447,80.851,0.0,0.0,2.128,35152169.0,34051356.0,0.0,0.0,1541234643.638
9.852,7.827,80.702,0.0,0.0,1.619,36498117.0,35379043.0,0.0,0.0,1541234644.638
10.647,8.895,78.841,0.0,0.0,1.617,40255364.0,39078178.0,0.0,0.0,1541234645.640
8.941,9.078,80.193,0.0,0.0,1.788,38858300.0,37666063.0,0.0,0.0,1541234646.638
10.229,8.614,79.946,0.0,0.0,1.211,36905535.0,35595047.0,0.0,0.0,1541234647.638
10.610,8.621,79.576,0.0,0.0,1.194,38513955.0,37354055.0,0.0,0.0,1541234648.638
8.299,8.990,81.051,0.0,0.0,1.660,39863530.0,38625370.0,0.0,0.0,1541234649.638
8.543,8.683,81.232,0.0,0.0,1.541,39592814.0,38367693.0,0.0,0.0,1541234650.638
9.458,8.484,80.389,0.0,0.0,1.669,40112137.0,38893718.0,0.0,0.0,1541234651.638
9.544,8.437,80.221,0.0,0.0,1.798,39045244.0,37912977.0,0.0,0.0,1541234652.638
8.719,8.856,81.199,0.272,0.0,0.954,38629760.0,37411154.0,0.0,57344.0,1541234653.638
9.497,9.358,79.609,0.0,0.0,1.536,40593068.0,39355751.0,0.0,0.0,1541234654.639
8.299,9.388,80.544,0.0,0.0,1.769,38479520.0,37323802.0,0.0,0.0,1541234655.638
9.669,8.978,80.387,0.0,0.0,0.967,40441010.0,39234856.0,0.0,0.0,1541234656.638
10.606,8.402,78.926,0.0,0.0,2.066,41372060.0,40104355.0,0.0,0.0,1541234657.638
10.340,9.116,79.592,0.0,0.0,0.952,40543344.0,39318057.0,0.0,0.0,1541234658.638
10.377,9.434,78.302,0.0,0.0,1.887,40003192.0,38652275.0,0.0,0.0,1541234659.638
9.959,10.505,77.899,0.0,0.0,1.637,40533106.0,39301736.0,0.0,0.0,1541234660.638
9.498,9.362,79.783,0.0,0.0,1.357,37954056.0,37227250.0,0.0,0.0,1541234661.638
