"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_1:0_vc_2_worker_32_rep_1.csv -T 1 60",,,,"Date:","03 Nov 2018 06:27:17 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
5.836,4.907,88.727,0.0,0.0,0.531,23590940.0,22880970.0,0.0,0.0,1541226466.430
5.118,6.168,88.058,0.0,0.0,0.656,23547257.0,22863454.0,0.0,0.0,1541226467.430
5.381,6.430,87.402,0.0,0.0,0.787,23333083.0,22634454.0,0.0,0.0,1541226468.430
5.497,5.497,87.958,0.0,0.0,1.047,22215518.0,21567907.0,0.0,0.0,1541226469.430
5.020,6.077,88.111,0.132,0.0,0.661,23686222.0,22985053.0,0.0,14745600.0,1541226470.430
4.227,5.284,89.960,0.0,0.0,0.528,21389409.0,20749172.0,0.0,0.0,1541226471.430
5.366,5.105,88.743,0.0,0.0,0.785,21597055.0,20953571.0,0.0,0.0,1541226472.430
5.374,6.946,86.894,0.0,0.0,0.786,24236810.0,23501968.0,0.0,0.0,1541226473.430
5.606,5.476,88.396,0.0,0.0,0.522,22273792.0,21615227.0,0.0,0.0,1541226474.430
4.993,6.307,87.911,0.0,0.0,0.788,23953756.0,23271000.0,0.0,0.0,1541226475.430
5.744,5.483,87.859,0.0,0.0,0.914,21681979.0,21030252.0,0.0,0.0,1541226476.430
6.538,6.154,86.923,0.0,0.0,0.385,21627081.0,20992090.0,0.0,0.0,1541226477.430
4.987,5.512,88.320,0.0,0.0,1.181,22227869.0,21550326.0,0.0,0.0,1541226478.430
5.643,6.562,87.008,0.0,0.0,0.787,24576394.0,23873862.0,0.0,0.0,1541226479.431
6.555,6.555,86.247,0.0,0.0,0.643,23238986.0,22547798.0,0.0,0.0,1541226480.430
5.423,5.291,88.757,0.0,0.0,0.529,23631777.0,22933266.0,0.0,0.0,1541226481.430
6.452,7.097,85.935,0.0,0.0,0.516,23659241.0,22946339.0,0.0,0.0,1541226482.430
4.768,6.093,88.212,0.0,0.0,0.927,21619280.0,20991562.0,0.0,0.0,1541226483.429
4.993,6.439,88.173,0.0,0.0,0.394,23617413.0,22924082.0,0.0,0.0,1541226484.430
5.814,6.589,86.305,0.258,0.0,1.034,23436964.0,22734402.0,0.0,53248.0,1541226485.430
5.714,5.455,87.792,0.0,0.0,1.039,22426280.0,21754643.0,0.0,0.0,1541226486.430
5.181,6.347,87.565,0.0,0.0,0.907,21920234.0,21289764.0,0.0,0.0,1541226487.430
5.111,5.898,88.336,0.0,0.0,0.655,22945056.0,22257272.0,0.0,0.0,1541226488.430
5.359,6.405,87.582,0.0,0.0,0.654,23118390.0,22413946.0,0.0,0.0,1541226489.430
5.729,6.250,87.240,0.0,0.0,0.781,23681227.0,22997802.0,0.0,0.0,1541226490.430
5.692,6.339,87.063,0.0,0.0,0.906,22297246.0,21641339.0,0.0,0.0,1541226491.430
5.374,5.636,88.598,0.0,0.0,0.393,22314084.0,21654678.0,0.0,0.0,1541226492.430
4.516,7.097,87.484,0.0,0.0,0.903,20937804.0,20294151.0,0.0,0.0,1541226493.430
5.759,5.497,88.089,0.0,0.0,0.654,22727082.0,22082904.0,0.0,0.0,1541226494.430
4.724,5.774,88.845,0.0,0.0,0.656,21706350.0,21035346.0,0.0,0.0,1541226495.430
5.249,5.906,88.451,0.0,0.0,0.394,22854326.0,22215604.0,0.0,0.0,1541226496.430
5.628,5.366,88.482,0.0,0.0,0.524,21983316.0,21344757.0,0.0,0.0,1541226497.430
