"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_16_worker_16_rep_3.csv -T 1 60",,,,"Date:","03 Nov 2018 08:27:28 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
2.662,2.662,93.029,0.0,0.0,1.648,13137554.0,12774058.0,0.0,0.0,1541233681.140
2.760,3.513,92.095,0.0,0.0,1.631,13133230.0,12773269.0,0.0,0.0,1541233682.140
2.781,3.161,92.162,0.0,0.0,1.896,13128034.0,12759112.0,0.0,0.0,1541233683.140
2.771,3.023,91.436,0.0,0.0,2.771,13140155.0,12769239.0,0.0,0.0,1541233684.140
2.665,2.538,92.766,0.0,0.0,2.030,13140374.0,12775630.0,0.0,0.0,1541233685.140
2.519,2.645,92.317,0.0,0.0,2.519,13132629.0,12756893.0,0.0,0.0,1541233686.140
2.290,2.799,92.875,0.0,0.0,2.036,13149086.0,12768063.0,0.0,0.0,1541233687.140
2.535,2.662,92.902,0.0,0.0,1.901,13142221.0,12763224.0,0.0,0.0,1541233688.140
2.194,2.065,94.710,0.0,0.0,1.032,13131983.0,12770479.0,0.0,0.0,1541233689.140
2.662,2.408,92.902,0.0,0.0,2.028,13137950.0,12765996.0,0.0,0.0,1541233690.140
2.311,1.926,94.095,0.0,0.0,1.669,13344479.0,12968286.0,0.0,0.0,1541233691.140
3.0,2.750,91.875,0.0,0.0,2.375,13132048.0,12761967.0,0.0,0.0,1541233692.140
2.420,2.293,93.248,0.0,0.0,2.038,13135425.0,12772526.0,0.0,0.0,1541233693.140
3.238,2.864,91.283,0.0,0.0,2.615,13148407.0,12777957.0,0.0,0.0,1541233694.140
2.278,3.038,92.911,0.0,0.0,1.772,13145193.0,12757419.0,0.0,0.0,1541233695.140
3.129,3.004,92.115,0.0,0.0,1.752,13130608.0,12759417.0,0.0,0.0,1541233696.140
2.806,2.168,93.240,0.0,0.0,1.786,13348071.0,12968916.0,0.0,0.0,1541233697.140
3.518,2.889,91.834,0.0,0.0,1.759,13543416.0,13159088.0,0.0,0.0,1541233698.140
2.160,2.922,93.393,0.0,0.0,1.525,13136317.0,12764830.0,0.0,0.0,1541233699.140
3.362,3.861,91.158,0.0,0.0,1.619,13345908.0,12972838.0,0.0,0.0,1541233700.140
2.399,2.778,93.056,0.0,0.0,1.768,13133295.0,12760052.0,0.0,0.0,1541233701.140
3.129,3.129,92.115,0.0,0.0,1.627,13134483.0,12764709.0,0.0,0.0,1541233702.140
3.004,2.753,91.990,0.0,0.0,2.253,13140313.0,12766810.0,0.0,0.0,1541233703.140
2.163,2.545,93.511,0.0,0.0,1.781,13131978.0,12763995.0,0.0,0.0,1541233704.140
3.019,2.642,92.579,0.0,0.0,1.761,13136373.0,12767605.0,0.0,0.0,1541233705.140
3.113,3.362,91.407,0.0,0.0,2.117,13142248.0,12768817.0,0.0,0.0,1541233706.140
1.911,2.293,93.376,0.0,0.0,2.420,13136165.0,12742808.0,0.0,0.0,1541233707.140
3.149,3.023,92.317,0.0,0.0,1.511,13017977.0,12649309.0,0.0,0.0,1541233708.140
