"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_2_worker_16_rep_3.csv -T 1 60",,,,"Date:","03 Nov 2018 06:43:08 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
2.983,3.502,92.996,0.389,0.0,0.130,13138497.0,12752446.0,0.0,53248.0,1541227423.453
2.824,4.365,92.555,0.0,0.0,0.257,13137730.0,12749240.0,0.0,0.0,1541227424.453
2.611,3.003,94.256,0.0,0.0,0.131,13132148.0,12748056.0,0.0,0.0,1541227425.453
2.601,3.381,93.628,0.0,0.0,0.390,13142450.0,12753923.0,0.0,0.0,1541227426.453
2.857,3.377,93.506,0.0,0.0,0.260,13136481.0,12749535.0,0.0,0.0,1541227427.453
2.853,3.113,93.645,0.0,0.0,0.389,13132862.0,12744582.0,0.0,65536.0,1541227428.453
3.613,3.226,92.903,0.0,0.0,0.258,13142506.0,12753979.0,0.0,0.0,1541227429.453
3.475,3.346,93.050,0.0,0.0,0.129,13136454.0,12747964.0,0.0,0.0,1541227430.453
3.243,3.113,93.515,0.0,0.0,0.130,13132595.0,12748503.0,0.0,0.0,1541227431.453
3.097,4.0,92.387,0.0,0.0,0.516,13142369.0,12753842.0,0.0,0.0,1541227432.453
3.109,2.979,93.653,0.0,0.0,0.259,13137317.0,12748905.0,0.0,0.0,1541227433.453
4.675,2.727,91.948,0.0,0.0,0.649,13135195.0,12751231.0,0.0,0.0,1541227434.453
3.089,3.990,92.664,0.0,0.0,0.257,13142369.0,12753842.0,0.0,0.0,1541227435.453
3.101,3.488,93.152,0.0,0.0,0.258,13342649.0,12949553.0,0.0,0.0,1541227436.453
2.594,3.632,93.645,0.0,0.0,0.130,13132262.0,12743904.0,0.0,0.0,1541227437.453
2.850,3.368,93.394,0.0,0.0,0.389,13141920.0,12743777.0,0.0,0.0,1541227438.453
3.230,3.230,93.282,0.0,0.0,0.258,13135357.0,12748411.0,0.0,0.0,1541227439.453
3.222,3.608,92.912,0.0,0.0,0.258,13336769.0,12942417.0,0.0,0.0,1541227440.453
3.338,3.979,92.555,0.0,0.0,0.128,13142527.0,12757092.0,0.0,0.0,1541227441.453
2.097,3.145,94.495,0.0,0.0,0.262,13136285.0,12748028.0,0.0,0.0,1541227442.453
2.857,3.377,93.506,0.0,0.0,0.260,13135628.0,12747126.0,0.0,0.0,1541227443.453
2.846,3.622,93.144,0.0,0.0,0.388,13137086.0,12748691.0,0.0,0.0,1541227444.453
3.364,2.846,93.402,0.0,0.0,0.388,13134736.0,12747790.0,0.0,0.0,1541227445.453
3.368,3.238,93.135,0.0,0.0,0.259,13138932.0,12753242.0,0.0,0.0,1541227446.453
2.975,4.010,92.885,0.0,0.0,0.129,13136737.0,12743050.0,0.0,0.0,1541227447.453
2.964,3.608,93.041,0.0,0.0,0.387,13136875.0,12752387.0,0.0,20480.0,1541227448.453
