"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","fmorath"
"Cmdline:","dstat -c -n -d --output dstat_mw1_ratio_0:1_vc_32_worker_64_rep_3.csv -T 1 90",,,,"Date:","04 Nov 2018 12:25:41 UTC"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"epoch"
3.944,3.562,91.094,0.0,0.0,1.399,13181540.0,13014028.0,0.0,0.0,1541334397.336
3.061,3.571,91.837,0.0,0.0,1.531,13176949.0,13016402.0,0.0,0.0,1541334398.336
3.409,4.419,90.278,0.0,0.0,1.894,13177837.0,13013712.0,0.0,0.0,1541334399.336
2.824,3.979,90.757,0.0,0.0,2.439,13188916.0,13017910.0,0.0,0.0,1541334400.336
4.277,3.774,89.057,0.252,0.0,2.642,13182966.0,13031572.0,0.0,49152.0,1541334401.336
4.161,4.288,89.533,0.0,0.0,2.018,13186484.0,13025778.0,0.0,0.0,1541334402.336
3.788,4.672,89.268,0.0,0.0,2.273,13194196.0,13046599.0,0.0,0.0,1541334403.336
4.108,3.723,90.372,0.0,0.0,1.797,13184979.0,13035844.0,0.0,0.0,1541334404.336
3.553,3.553,89.848,0.0,0.0,3.046,13190799.0,13044353.0,0.0,0.0,1541334405.336
4.040,4.293,89.268,0.0,0.0,2.399,13195634.0,13039382.0,0.0,10620928.0,1541334406.336
3.817,4.580,89.695,0.0,0.0,1.908,13192042.0,13049332.0,0.0,0.0,1541334407.336
3.576,3.576,90.677,0.0,0.0,2.171,13186721.0,13026934.0,0.0,0.0,1541334408.336
3.704,3.959,91.060,0.0,0.0,1.277,13197749.0,13052620.0,0.0,0.0,1541334409.336
4.551,4.172,89.886,0.0,0.0,1.391,13395910.0,13248419.0,0.0,0.0,1541334410.336
3.562,4.198,90.840,0.0,0.0,1.399,13195489.0,13053393.0,0.0,0.0,1541334411.336
3.797,3.924,90.506,0.0,0.0,1.772,13196012.0,13038767.0,0.0,0.0,1541334412.336
3.053,4.580,90.712,0.0,0.0,1.654,13188780.0,13048062.0,0.0,0.0,1541334413.336
4.209,3.316,90.689,0.0,0.0,1.786,13190274.0,13041661.0,0.0,0.0,1541334414.336
3.038,4.937,90.380,0.0,0.0,1.646,13196926.0,13044706.0,0.0,0.0,1541334415.336
3.321,3.193,91.954,0.0,0.0,1.533,13190089.0,13037980.0,0.0,0.0,1541334416.336
3.671,4.177,89.873,0.0,0.0,2.278,13188915.0,13039345.0,0.0,0.0,1541334417.336
3.444,3.571,91.071,0.0,0.0,1.913,13189908.0,13027944.0,0.0,0.0,1541334418.336
5.190,4.177,88.608,0.0,0.0,2.025,13184244.0,13025097.0,0.0,0.0,1541334419.336
3.899,4.277,90.063,0.0,0.0,1.761,13384867.0,13222899.0,0.0,0.0,1541334420.336
3.299,4.061,91.117,0.0,0.0,1.523,13183285.0,13002861.0,0.0,0.0,1541334421.336
2.810,4.215,91.954,0.0,0.0,1.022,13384841.0,13221233.0,0.0,0.0,1541334422.336
3.065,3.831,91.826,0.0,0.0,1.277,13171265.0,13017231.0,0.0,0.0,1541334423.336
3.295,3.802,90.748,0.0,0.0,2.155,13180225.0,13013607.0,0.0,0.0,1541334424.336
3.081,3.081,92.555,0.0,0.0,1.284,13177475.0,13013786.0,0.0,0.0,1541334425.336
2.915,4.056,91.381,0.0,0.0,1.648,13168956.0,13010814.0,0.0,0.0,1541334426.336
2.941,3.836,91.944,0.0,0.0,1.279,13179947.0,13015380.0,0.0,0.0,1541334427.336
3.457,3.201,92.061,0.0,0.0,1.280,13176356.0,13019179.0,0.0,0.0,1541334428.336
3.057,3.057,92.229,0.0,0.0,1.656,13174438.0,13018088.0,0.0,0.0,1541334429.336
2.577,3.608,92.397,0.0,0.0,1.418,13184028.0,13013783.0,0.0,0.0,1541334430.336
4.298,3.413,90.771,0.253,0.0,1.264,13178596.0,13023106.0,0.0,28672.0,1541334431.336
